1  61.8558	2.221720e+00	1.173107e-01	1.042116e+00	7.111073e-02	2.350277e-09	2.114037e-09	1.068547e-10	6.260231e-10	2.105734e-11	
3  53.8881	2.218493e+00	1.171180e-01	1.042216e+00	7.196227e-02	2.331463e-09	2.118008e-09	1.087528e-10	4.864890e-10	3.254682e-11	
2  23.1427	2.218825e+00	1.177485e-01	1.042226e+00	6.975016e-02	2.343924e-09	2.111281e-09	1.319224e-10	8.519549e-11	4.075606e-11	
12  23.0415	2.217640e+00	1.171754e-01	1.042395e+00	7.313552e-02	2.343576e-09	2.124637e-09	1.300704e-10	6.133428e-11	5.399246e-11	
24  21.947	2.220029e+00	1.179542e-01	1.042355e+00	7.227642e-02	2.365092e-09	2.123447e-09	1.584141e-10	8.091335e-12	2.747106e-11	
6  16.2714	2.214565e+00	1.185676e-01	1.042201e+00	6.757109e-02	2.350055e-09	2.104644e-09	1.474778e-10	2.481362e-11	2.665615e-11	
8  14.943	2.216360e+00	1.179491e-01	1.042114e+00	6.814086e-02	2.324091e-09	2.103271e-09	1.470026e-10	5.952650e-11	2.597782e-11	
79  14.1318	2.220956e+00	1.180783e-01	1.041850e+00	6.967257e-02	2.354686e-09	2.108554e-09	1.350296e-10	9.153920e-12	8.240774e-12	
16  11.543	2.218900e+00	1.182423e-01	1.041977e+00	7.082898e-02	2.353043e-09	2.113700e-09	7.952307e-11	1.348807e-11	3.773133e-11	
64  11.6871	2.216139e+00	1.180938e-01	1.042040e+00	7.189172e-02	2.346301e-09	2.118856e-09	8.966088e-11	2.000383e-11	2.405894e-11	
72  11.2235	2.219459e+00	1.173619e-01	1.042204e+00	7.457950e-02	2.353773e-09	2.129355e-09	9.329757e-11	3.834717e-11	1.829064e-11	
4  16.5705	2.220727e+00	1.172821e-01	1.042140e+00	7.544448e-02	2.357271e-09	2.132945e-09	1.132284e-10	6.660512e-11	9.706288e-12	
3  14.8878	2.218754e+00	1.170261e-01	1.042204e+00	7.555108e-02	2.343091e-09	2.132068e-09	8.149892e-11	1.456823e-10	1.247797e-11	
12  14.3431	2.217807e+00	1.169596e-01	1.042160e+00	7.631526e-02	2.328316e-09	2.134710e-09	8.923022e-11	2.726272e-11	1.792472e-11	
12  13.7301	2.214187e+00	1.175039e-01	1.042224e+00	7.360028e-02	2.332105e-09	2.126434e-09	6.993197e-11	6.463048e-11	5.090717e-12	
1  13.8648	2.215175e+00	1.177139e-01	1.042036e+00	7.126644e-02	2.329625e-09	2.113282e-09	7.114504e-11	2.338308e-10	9.069878e-12	
2  8.38873	2.217028e+00	1.177659e-01	1.041966e+00	7.097048e-02	2.323353e-09	2.108896e-09	9.593390e-11	6.697502e-11	5.503747e-12	
9  8.20777	2.217188e+00	1.174088e-01	1.041936e+00	7.311598e-02	2.334594e-09	2.116383e-09	7.470345e-11	3.864267e-11	-4.900308e-12	
30  5.41734	2.222109e+00	1.170013e-01	1.042044e+00	7.390390e-02	2.342824e-09	2.120574e-09	9.911478e-11	4.508646e-11	2.441822e-12	
4  3.43502	2.220285e+00	1.175124e-01	1.042045e+00	7.077585e-02	2.336815e-09	2.109271e-09	8.886565e-11	1.041357e-11	-3.402703e-12	
30  4.29884	2.227131e+00	1.174970e-01	1.042081e+00	7.022820e-02	2.352056e-09	2.106511e-09	1.038775e-10	1.238115e-11	-2.002831e-11	
10  5.95535	2.226339e+00	1.177028e-01	1.042131e+00	7.065856e-02	2.354459e-09	2.108130e-09	8.562854e-11	8.321242e-11	-5.355910e-12	
5  5.88371	2.227545e+00	1.169617e-01	1.042097e+00	7.481192e-02	2.361618e-09	2.122650e-09	8.030429e-11	2.140952e-11	1.245881e-11	
3  5.2125	2.223985e+00	1.174361e-01	1.042023e+00	7.233359e-02	2.354184e-09	2.113047e-09	9.178075e-11	1.335683e-11	1.061825e-11	
34  5.64001	2.223250e+00	1.176942e-01	1.042042e+00	7.188349e-02	2.349253e-09	2.111908e-09	8.387128e-11	2.293914e-11	2.372342e-11	
11  5.89391	2.223779e+00	1.177487e-01	1.041978e+00	7.120939e-02	2.363143e-09	2.111678e-09	8.559244e-11	2.736664e-11	2.705410e-11	
29  6.0342	2.224677e+00	1.177625e-01	1.042036e+00	6.997584e-02	2.380991e-09	2.109353e-09	1.000831e-10	1.838858e-11	1.767651e-11	
28  6.08319	2.220200e+00	1.176418e-01	1.041935e+00	7.187058e-02	2.390812e-09	2.116839e-09	6.472467e-11	2.008174e-12	1.458525e-11	
25  3.50598	2.219424e+00	1.174540e-01	1.042071e+00	7.173296e-02	2.372087e-09	2.115380e-09	6.429813e-11	4.685399e-12	1.784148e-11	
5  3.53763	2.221918e+00	1.180635e-01	1.042095e+00	6.995659e-02	2.371602e-09	2.107524e-09	2.730083e-11	7.157161e-11	1.505827e-11	
6  6.68981	2.221290e+00	1.180040e-01	1.041986e+00	6.852507e-02	2.370203e-09	2.100379e-09	5.743323e-11	8.164768e-11	7.169662e-12	
1  6.83098	2.216295e+00	1.173945e-01	1.042225e+00	7.242324e-02	2.363547e-09	2.118132e-09	3.329557e-11	2.815405e-11	1.619739e-11	
65  4.93896	2.221978e+00	1.173674e-01	1.042314e+00	7.279161e-02	2.362812e-09	2.119520e-09	1.394624e-11	1.125313e-11	3.791906e-11	
23  3.41017	2.223912e+00	1.172527e-01	1.042230e+00	7.238045e-02	2.365395e-09	2.118343e-09	2.422701e-11	9.363297e-13	2.712530e-11	
8  3.86807	2.221435e+00	1.172643e-01	1.042253e+00	7.166000e-02	2.347365e-09	2.115240e-09	2.181884e-11	6.525331e-11	1.655981e-11	
31  3.37235	2.218353e+00	1.175317e-01	1.042182e+00	7.031275e-02	2.344896e-09	2.108677e-09	5.588781e-11	2.953439e-11	1.366413e-11	
12  3.93153	2.218151e+00	1.176699e-01	1.042077e+00	6.727905e-02	2.330871e-09	2.096411e-09	7.767634e-11	5.076421e-11	6.139447e-12	
1  5.08913	2.223622e+00	1.170370e-01	1.042222e+00	7.106923e-02	2.341821e-09	2.110092e-09	9.895904e-11	1.796620e-11	5.648481e-12	
3  4.08019	2.223773e+00	1.171943e-01	1.042137e+00	7.014769e-02	2.348244e-09	2.106321e-09	9.687960e-11	2.808167e-11	1.225178e-11	
1  3.6714	2.221698e+00	1.175769e-01	1.042042e+00	6.937454e-02	2.359588e-09	2.104177e-09	1.197370e-10	1.305585e-11	2.423437e-12	
48  5.78053	2.220634e+00	1.178046e-01	1.042164e+00	7.030751e-02	2.353524e-09	2.107447e-09	1.090785e-10	4.549938e-12	4.897917e-12	
1  7.07569	2.222267e+00	1.178915e-01	1.042045e+00	7.206467e-02	2.357894e-09	2.113467e-09	8.439607e-11	7.101914e-11	1.626046e-11	
8  8.13191	2.222431e+00	1.171916e-01	1.042170e+00	7.532789e-02	2.341873e-09	2.125804e-09	1.200264e-10	2.395989e-11	1.629197e-11	
7  11.3182	2.222272e+00	1.177929e-01	1.042055e+00	7.500793e-02	2.357219e-09	2.125258e-09	1.251197e-10	9.223635e-11	7.466153e-12	
29  10.7939	2.219589e+00	1.176537e-01	1.041968e+00	7.468512e-02	2.356826e-09	2.124658e-09	1.137773e-10	8.739502e-11	1.227378e-11	
15  11.6578	2.222370e+00	1.179126e-01	1.041902e+00	7.465570e-02	2.371844e-09	2.125966e-09	1.174056e-10	4.954031e-11	9.872260e-12	
9  11.5876	2.218960e+00	1.188049e-01	1.041815e+00	7.006555e-02	2.379297e-09	2.110829e-09	1.113442e-10	2.896851e-11	-2.654164e-12	
18  12.9162	2.220208e+00	1.191410e-01	1.041757e+00	6.741703e-02	2.379239e-09	2.099398e-09	9.632635e-11	1.115589e-10	-1.543456e-11	
4  10.2368	2.216970e+00	1.190672e-01	1.041933e+00	6.932867e-02	2.366774e-09	2.106659e-09	1.112388e-10	1.039175e-10	-1.526927e-11	
115  6.83806	2.218340e+00	1.189839e-01	1.041935e+00	6.957436e-02	2.368289e-09	2.106546e-09	1.173503e-10	5.539714e-11	-2.918974e-11	
59  8.39554	2.216503e+00	1.186912e-01	1.041922e+00	7.075355e-02	2.348406e-09	2.111160e-09	1.159551e-10	2.739215e-11	-2.058748e-11	
1  8.98579	2.219623e+00	1.184951e-01	1.041901e+00	7.241990e-02	2.361111e-09	2.116478e-09	7.942924e-11	1.414923e-10	-2.332154e-11	
16  5.61376	2.215863e+00	1.173817e-01	1.042129e+00	7.464886e-02	2.336619e-09	2.125309e-09	4.078417e-11	5.928253e-11	-3.755167e-12	
8  6.96826	2.214072e+00	1.169054e-01	1.042188e+00	7.421646e-02	2.328044e-09	2.123535e-09	2.850139e-11	1.252271e-10	1.973718e-11	
10  6.51185	2.213359e+00	1.176352e-01	1.042125e+00	7.318857e-02	2.335856e-09	2.121146e-09	4.090399e-11	1.118871e-10	2.998197e-12	
8  7.3615	2.214482e+00	1.173798e-01	1.042135e+00	7.355409e-02	2.317240e-09	2.119984e-09	3.344332e-11	2.205286e-11	1.179863e-11	
7  5.81598	2.221797e+00	1.171328e-01	1.042219e+00	7.659588e-02	2.351283e-09	2.132788e-09	6.004428e-11	2.597185e-11	-7.580155e-13	
2  5.91056	2.218134e+00	1.168162e-01	1.042270e+00	7.730889e-02	2.356673e-09	2.136389e-09	3.531596e-11	3.823436e-11	7.592067e-12	
39  6.14389	2.218871e+00	1.166294e-01	1.042137e+00	7.705310e-02	2.352965e-09	2.133182e-09	3.674927e-11	5.308704e-11	2.633146e-11	
3  7.19403	2.222218e+00	1.161857e-01	1.042233e+00	7.784167e-02	2.357037e-09	2.135355e-09	1.013689e-11	4.763881e-11	3.219292e-11	
6  9.98198	2.223597e+00	1.164448e-01	1.042298e+00	7.685473e-02	2.362980e-09	2.130745e-09	1.699097e-11	1.674437e-10	1.589803e-11	
35  9.83395	2.228812e+00	1.160565e-01	1.042234e+00	7.884173e-02	2.377222e-09	2.137206e-09	5.009461e-12	6.566233e-11	1.092019e-11	
48  5.01085	2.228183e+00	1.165153e-01	1.042105e+00	7.687469e-02	2.381178e-09	2.131527e-09	3.095919e-11	2.562443e-11	1.108101e-11	
1  4.64893	2.225305e+00	1.166929e-01	1.042243e+00	7.660990e-02	2.372953e-09	2.132263e-09	2.680172e-11	4.091163e-11	8.012458e-12	
19  4.37065	2.222350e+00	1.165028e-01	1.042177e+00	7.884734e-02	2.378580e-09	2.143646e-09	1.772270e-12	6.489250e-11	1.734908e-12	
14  4.76535	2.221471e+00	1.167190e-01	1.042165e+00	7.910678e-02	2.377926e-09	2.144077e-09	3.660055e-11	3.174440e-12	-9.703728e-12	
19  6.92235	2.223885e+00	1.155411e-01	1.042301e+00	7.980110e-02	2.354446e-09	2.143156e-09	1.698362e-12	1.647536e-10	9.475025e-12	
9  5.89759	2.223014e+00	1.161337e-01	1.042254e+00	8.050891e-02	2.367779e-09	2.147356e-09	5.326365e-12	2.257255e-10	1.098584e-11	
8  5.03804	2.222387e+00	1.163840e-01	1.042196e+00	7.743360e-02	2.341317e-09	2.133660e-09	1.849126e-12	3.874177e-10	1.242653e-12	
27  5.11103	2.220498e+00	1.169809e-01	1.042117e+00	7.711352e-02	2.344920e-09	2.133823e-09	7.086853e-12	1.047145e-10	1.100815e-11	
10  5.38838	2.221823e+00	1.171341e-01	1.042106e+00	7.706062e-02	2.357704e-09	2.135151e-09	2.545898e-11	5.198187e-11	-1.078508e-11	
12  5.25446	2.221490e+00	1.166718e-01	1.042144e+00	7.693024e-02	2.337202e-09	2.131334e-09	4.264657e-12	5.397463e-10	2.504195e-12	
9  7.27448	2.218965e+00	1.169376e-01	1.042118e+00	7.910820e-02	2.345919e-09	2.141492e-09	1.411497e-11	2.992344e-10	1.953182e-12	
2  8.40007	2.218755e+00	1.173318e-01	1.042201e+00	7.794420e-02	2.350658e-09	2.137742e-09	3.063896e-11	1.435301e-10	-6.477547e-12	
18  8.42382	2.220157e+00	1.173256e-01	1.042280e+00	7.796875e-02	2.346729e-09	2.137789e-09	3.424884e-12	1.535629e-10	2.343739e-12	
26  9.13759	2.224948e+00	1.177325e-01	1.042218e+00	7.666653e-02	2.365903e-09	2.132219e-09	5.438648e-12	1.686136e-10	-3.572213e-12	
1  9.47862	2.222837e+00	1.187352e-01	1.042122e+00	7.370878e-02	2.369241e-09	2.122440e-09	2.475196e-11	9.279104e-11	-1.228121e-12	
15  9.84492	2.222846e+00	1.182839e-01	1.042196e+00	7.562607e-02	2.368413e-09	2.129737e-09	5.999183e-12	2.347488e-10	-4.267873e-12	
7  9.70229	2.223177e+00	1.184132e-01	1.042190e+00	7.435010e-02	2.370085e-09	2.123759e-09	2.445950e-11	1.924696e-10	-4.259517e-12	
1  11.5425	2.224952e+00	1.184991e-01	1.042151e+00	7.657111e-02	2.388176e-09	2.133164e-09	3.167345e-11	1.255407e-10	-1.169777e-11	
6  8.7263	2.224239e+00	1.180004e-01	1.042092e+00	7.675795e-02	2.374778e-09	2.133801e-09	9.404779e-12	3.294936e-10	3.513215e-12	
1  9.73197	2.227883e+00	1.181267e-01	1.042035e+00	7.628373e-02	2.387212e-09	2.130161e-09	1.042874e-11	5.423121e-10	-3.933801e-12	
22  9.36463	2.226572e+00	1.180403e-01	1.041991e+00	7.502392e-02	2.375975e-09	2.124303e-09	9.992166e-12	8.096745e-10	-6.396960e-12	
7  9.22745	2.224459e+00	1.174007e-01	1.042032e+00	7.760852e-02	2.357907e-09	2.133138e-09	1.464788e-11	5.119896e-10	-1.051774e-12	
5  9.3298	2.223638e+00	1.175397e-01	1.041889e+00	7.558440e-02	2.364800e-09	2.125624e-09	3.284157e-11	3.366941e-10	-8.769648e-12	
10  8.71417	2.227516e+00	1.177740e-01	1.041874e+00	7.425938e-02	2.374010e-09	2.120522e-09	3.994112e-11	2.268543e-10	-1.644463e-11	
1  4.44568	2.226873e+00	1.182457e-01	1.041990e+00	7.347573e-02	2.388412e-09	2.121811e-09	6.900303e-12	9.148079e-11	-8.404883e-12	
24  2.57603	2.225638e+00	1.179716e-01	1.041946e+00	7.354432e-02	2.390300e-09	2.122236e-09	7.078821e-13	1.027890e-10	-2.711201e-12	
5  3.1711	2.224838e+00	1.189343e-01	1.041863e+00	6.957286e-02	2.411923e-09	2.108327e-09	2.868616e-11	2.884923e-11	-2.719007e-11	
38  5.49372	2.225994e+00	1.190713e-01	1.041963e+00	6.862459e-02	2.425388e-09	2.105995e-09	2.126755e-11	5.767685e-11	-3.835013e-11	
10  5.11358	2.227282e+00	1.191645e-01	1.041835e+00	6.673572e-02	2.432997e-09	2.097856e-09	2.108663e-11	2.429065e-11	-3.632321e-11	
10  6.75932	2.228883e+00	1.185042e-01	1.041770e+00	6.933471e-02	2.426552e-09	2.105296e-09	3.459160e-11	8.700120e-11	-3.178112e-11	
17  9.73042	2.228352e+00	1.184807e-01	1.041743e+00	6.921492e-02	2.435993e-09	2.105500e-09	7.776623e-12	1.590268e-11	-6.194131e-12	
10  8.32129	2.227458e+00	1.176288e-01	1.041966e+00	7.047689e-02	2.412525e-09	2.109766e-09	1.445632e-11	2.241894e-10	-6.737882e-12	
27  8.30756	2.226839e+00	1.179851e-01	1.042083e+00	6.886502e-02	2.412347e-09	2.104338e-09	4.937564e-11	4.985197e-11	-2.058272e-11	
