# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.438174668032e-10       5.927024153673e-15       4.042573760043e-13       0.000000000000e+00       8.041739783140e-09       4.881632650410e-10      -2.164914778365e-12 
    3       1.351558851168e-10       8.987715382524e-15       4.916434845475e-13       0.000000000000e+00       4.950215759587e-09       3.461237921916e-10      -1.805475153909e-12 
    4       1.270378009668e-10       9.292839867186e-15       4.909419227466e-13       0.000000000000e+00       3.450189939302e-09       2.623555288576e-10      -1.340244236276e-12 
    5       1.208689837957e-10       7.499172595202e-15       4.434887429482e-13       0.000000000000e+00       2.580087093998e-09       2.074540273755e-10      -8.993365917050e-13 
    6       1.165127770689e-10       4.991521456621e-15       3.762318434024e-13       0.000000000000e+00       2.018241330452e-09       1.689564774281e-10      -5.268375659465e-13 
    7       1.136209308733e-10       2.887597546981e-15       3.067180052023e-13       0.000000000000e+00       1.629925417221e-09       1.406453343102e-10      -2.405941642605e-13 
    8       1.117896708723e-10       1.621293007086e-15       2.448495176881e-13       0.000000000000e+00       1.347822428669e-09       1.190822019261e-10      -4.308155123895e-14 
    9       1.108142815250e-10       1.070155222928e-15       1.956017665973e-13       0.000000000000e+00       1.135104688384e-09       1.022626366986e-10       7.342780246259e-14 
   10       1.105017845766e-10       8.938749569915e-16       1.605637667881e-13       0.000000000000e+00       9.702203882720e-10       8.890109997295e-11       1.234188715025e-13 
   11       1.106477489647e-10       8.133869183854e-16       1.391444750122e-13       0.000000000000e+00       8.204014124461e-10       7.830816648007e-11       1.246155386737e-13 
   12       1.111409671291e-10       7.146750113756e-16       1.293218955831e-13       0.000000000000e+00       7.172213348249e-10       6.937872929684e-11       9.649607784711e-14 
   13       1.119443763320e-10       6.078656170177e-16       1.281860881141e-13       0.000000000000e+00       6.324625533776e-10       6.174740032420e-11       5.450722315330e-14 
   14       1.129841186630e-10       5.373993789374e-16       1.326870557044e-13       0.000000000000e+00       5.618941550413e-10       5.546282510628e-11       1.204254122584e-14 
   15       1.141842754995e-10       5.216212140972e-16       1.402073867790e-13       0.000000000000e+00       5.024663264618e-10       5.019563270748e-11      -2.233636925664e-14 
   16       1.155498724286e-10       5.450072065222e-16       1.487968466446e-13       0.000000000000e+00       4.519139714512e-10       4.556206875189e-11      -4.442241229413e-14 
   17       1.170512196902e-10       5.816841936651e-16       1.572388395916e-13       0.000000000000e+00       4.085245117501e-10       4.145390535336e-11      -5.342848171512e-14 
   18       1.186310005148e-10       6.180086854093e-16       1.649150900890e-13       0.000000000000e+00       3.708476401147e-10       3.786142017016e-11      -5.137653035651e-14 
   19       1.203122138519e-10       6.611831337569e-16       1.718342361430e-13       0.000000000000e+00       3.382898592433e-10       3.475908131504e-11      -4.153277792793e-14 
   20       1.220862443715e-10       7.251728428491e-16       1.782477315866e-13       0.000000000000e+00       3.096043070715e-10       3.202716406317e-11      -2.845862446355e-14 
   21       1.239349136862e-10       8.181975497176e-16       1.845800462894e-13       0.000000000000e+00       2.843437556039e-10       2.959565514105e-11      -1.546878613493e-14 
   22       1.258099881888e-10       9.450400591186e-16       1.913276782277e-13       0.000000000000e+00       2.619061004882e-10       2.737969696623e-11      -5.594844673968e-15 
   23       1.277320610270e-10       1.101938947130e-15       1.987147141069e-13       0.000000000000e+00       2.419848286274e-10       2.539560933057e-11      -1.312168303196e-18 
   24       1.297201801891e-10       1.281890068365e-15       2.068058623037e-13       0.000000000000e+00       2.241216047594e-10       2.366011177908e-11       1.041075262425e-15 
   25       1.317662591159e-10       1.484083902528e-15       2.153810527013e-13       0.000000000000e+00       2.081075322534e-10       2.212163759473e-11      -1.670279433551e-15 
   26       1.338401455796e-10       1.709234277503e-15       2.240557955406e-13       0.000000000000e+00       1.936540294475e-10       2.069644322746e-11      -6.674145419850e-15 
   27       1.359432840777e-10       1.956843382032e-15       2.324341225123e-13       0.000000000000e+00       1.805893778682e-10       1.937947726577e-11      -1.236179104158e-14 
   28       1.380773554743e-10       2.225898105598e-15       2.400866127394e-13       0.000000000000e+00       1.686901622144e-10       1.817990703392e-11      -1.704349517319e-14 
   29       1.402509773176e-10       2.516137562423e-15       2.467248813591e-13       0.000000000000e+00       1.578959749134e-10       1.709437353295e-11      -2.007868328738e-14 
   30       1.424627964085e-10       2.827369675149e-15       2.520721284109e-13       0.000000000000e+00       1.480908415381e-10       1.610389637586e-11      -2.112984190662e-14 
   31       1.447012032475e-10       3.159789684414e-15       2.558769584457e-13       0.000000000000e+00       1.390748524690e-10       1.518159512564e-11      -2.000916886544e-14 
   32       1.469705428730e-10       3.516115324057e-15       2.581544865899e-13       0.000000000000e+00       1.308019526472e-10       1.432641069551e-11      -1.722694792181e-14 
   33       1.492721151670e-10       3.900321008101e-15       2.590411328018e-13       0.000000000000e+00       1.232144180957e-10       1.354044568785e-11      -1.367620122056e-14 
   34       1.516004204985e-10       4.316321755936e-15       2.587071308560e-13       0.000000000000e+00       1.162069189664e-10       1.282049640925e-11      -1.033716926850e-14 
   35       1.539583558289e-10       4.765125132874e-15       2.572517163667e-13       0.000000000000e+00       1.097437896528e-10       1.216130824100e-11      -7.673246530274e-15 
   36       1.563456172735e-10       5.246673409197e-15       2.547757875700e-13       0.000000000000e+00       1.037732075901e-10       1.155241999383e-11      -6.035484250123e-15 
   37       1.587570282104e-10       5.760787304038e-15       2.513672088165e-13       0.000000000000e+00       9.821753816347e-11       1.098085887518e-11      -5.701666590473e-15 
   38       1.611936119372e-10       6.307919737477e-15       2.469491249452e-13       0.000000000000e+00       9.306254813587e-11       1.044533926141e-11      -6.455582104595e-15 
   39       1.636539651466e-10       6.888627950454e-15       2.413805973709e-13       0.000000000000e+00       8.829204900827e-11       9.946154610124e-12      -7.861631694375e-15 
   40       1.661305027615e-10       7.503362556183e-15       2.344948441889e-13       0.000000000000e+00       8.386076361118e-11       9.481080152868e-12      -9.367488610618e-15 
   41       1.686140096405e-10       8.152541084322e-15       2.261216538231e-13       0.000000000000e+00       7.971012840443e-11       9.046359010386e-12      -1.042689136166e-14 
   42       1.711105624707e-10       8.836814539919e-15       2.161678463361e-13       0.000000000000e+00       7.582798933309e-11       8.640602850396e-12      -1.093477189843e-14 
   43       1.736290769742e-10       9.556875622613e-15       2.045598926956e-13       0.000000000000e+00       7.220406648354e-11       8.261771569001e-12      -1.092070134273e-14 
