# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.438179275847e-10       5.927247714117e-15       4.042573718063e-13       2.235604404237e-19       8.041739783140e-09       4.881632650410e-10      -2.164914778365e-12 
    3       1.351568045206e-10       8.988162667423e-15       4.916434658538e-13       4.472848673802e-19       4.950215759587e-09       3.461237921916e-10      -1.805475153909e-12 
    4       1.270393285637e-10       9.293585701031e-15       4.909418690888e-13       7.458336902652e-19       3.450189939302e-09       2.623555288576e-10      -1.340244236276e-12 
    5       1.208712664311e-10       7.500292006171e-15       4.434886208690e-13       1.119410457678e-18       2.580087093998e-09       2.074540273755e-10      -8.993365917050e-13 
    6       1.165159583090e-10       4.993089715080e-15       3.762316037249e-13       1.568257123324e-18       2.018241330452e-09       1.689564774281e-10      -5.268375659465e-13 
    7       1.136251505300e-10       2.889690196385e-15       3.067175806099e-13       2.092646474171e-18       1.629925417221e-09       1.406453343102e-10      -2.405941642605e-13 
    8       1.117950646165e-10       1.623985886450e-15       2.448488206513e-13       2.692873752932e-18       1.347822428669e-09       1.190822019261e-10      -4.308155123895e-14 
    9       1.108209805951e-10       1.073524480299e-15       1.956006876716e-13       3.369247811531e-18       1.135104688384e-09       1.022626366986e-10       7.342780246259e-14 
   10       1.105099155843e-10       8.979970537259e-16       1.605621732926e-13       4.122082149735e-18       9.702203882720e-10       8.890109997295e-11       1.234188715025e-13 
   11       1.106574338001e-10       8.183386243206e-16       1.391422100837e-13       4.951686195901e-18       8.204014124461e-10       7.830816648007e-11       1.246155386737e-13 
   12       1.111523229604e-10       7.205333913453e-16       1.293187775923e-13       5.858357174664e-18       7.172213348249e-10       6.937872929684e-11       9.649607784711e-14 
   13       1.119575156950e-10       6.147080094157e-16       1.281819104154e-13       6.842372879920e-18       6.324625533776e-10       6.174740032420e-11       5.450722315330e-14 
   14       1.129991496305e-10       5.453033673039e-16       1.326815866834e-13       7.903985631674e-18       5.618941550413e-10       5.546282510628e-11       1.204254122584e-14 
   15       1.142013019202e-10       5.306645928996e-16       1.402003701551e-13       9.043417643917e-18       5.024663264618e-10       5.019563270748e-11      -2.233636925664e-14 
   16       1.155689942217e-10       5.552679424485e-16       1.487880019812e-13       1.026085796978e-17       4.519139714512e-10       4.556206875189e-11      -4.442241229413e-14 
   17       1.170725331815e-10       5.932403838296e-16       1.572278629638e-13       1.155646112240e-17       4.085245117501e-10       4.145390535336e-11      -5.342848171512e-14 
   18       1.186545988047e-10       6.309385132111e-16       1.649016548856e-13       1.293034657217e-17       3.708476401147e-10       3.786142017016e-11      -5.137653035651e-14 
   19       1.203381871608e-10       6.755648277994e-16       1.718179938165e-13       1.438260485303e-17       3.382898592433e-10       3.475908131504e-11      -4.153277792793e-14 
   20       1.221146804535e-10       7.410846294467e-16       1.782283126877e-13       1.591329206976e-17       3.096043070715e-10       3.202716406317e-11      -2.845862446355e-14 
