# dimensionless [l(l+1)/2pi] C_l's for scalar cross ADxCDI mode
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       3.903030081942e-14       2.115957566903e-18       1.391116676202e-16       0.000000000000e+00       1.436516977391e-12       6.427514282462e-14      -5.202572205388e-16 
    3       4.449044204884e-14       3.797947593397e-18       1.909747345938e-16       0.000000000000e+00       9.544210874091e-13       5.218664112442e-14      -5.102275962126e-16 
    4       4.797528853778e-14       4.487821838852e-18       2.108239291499e-16       0.000000000000e+00       7.036478686597e-13       4.333614779303e-14      -4.378806192932e-16 
    5       5.057888245036e-14       4.062907752806e-18       2.080616586948e-16       0.000000000000e+00       5.494891488842e-13       3.664844169121e-14      -3.418439491215e-16 
    6       5.272984412650e-14       2.981886819757e-18       1.914358542921e-16       0.000000000000e+00       4.452837294853e-13       3.145873341450e-14      -2.413248226560e-16 
    7       5.460908766447e-14       1.835171903377e-18       1.681530495132e-16       0.000000000000e+00       3.706163316511e-13       2.732732425099e-14      -1.489187666117e-16 
    8       5.628028597122e-14       1.003529401533e-18       1.433214453354e-16       0.000000000000e+00       3.146719235870e-13       2.396671335919e-14      -7.242841167524e-17 
    9       5.781360011251e-14       5.698511320622e-19       1.203892369160e-16       0.000000000000e+00       2.712733058352e-13       2.119882366492e-14      -1.576025910614e-17 
   10       5.922592348595e-14       4.162053903351e-19       1.014571417272e-16       0.000000000000e+00       2.367361008749e-13       1.890225635056e-14       2.048853072424e-17 
   11       6.051518778001e-14       3.766677256710e-19       8.760886625672e-17       0.000000000000e+00       2.006233792719e-13       1.677200860165e-14       3.781833961523e-17 
   12       6.168616378554e-14       3.425802958372e-19       7.911511972950e-17       0.000000000000e+00       1.783172578119e-13       1.514472501787e-14       4.122973699488e-17 
   13       6.276638916641e-14       2.862399292499e-19       7.559047961472e-17       0.000000000000e+00       1.596663614220e-13       1.368441912557e-14       3.455796596551e-17 
   14       6.374403559970e-14       2.279617211838e-19       7.625267716721e-17       0.000000000000e+00       1.438821224135e-13       1.248212095866e-14       2.255790420714e-17 
