# dimensionless [l(l+1)/2pi] C_l's for scalar adiabatic (AD) mode
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.372731193803e-10       4.523097627103e-15       3.581766419687e-13       0.000000000000e+00       7.912958204352e-09       4.574185682267e-10      -1.895492582967e-12 
    3       1.296008547453e-10       6.196318283009e-15       4.143469752893e-13       0.000000000000e+00       4.968476592932e-09       3.254132246099e-10      -1.495346527139e-12 
    4       1.223517412240e-10       5.752541794025e-15       3.973568397330e-13       0.000000000000e+00       3.472397761290e-09       2.464777238500e-10      -1.032460757656e-12 
    5       1.168902703440e-10       4.131980484873e-15       3.461856596443e-13       0.000000000000e+00       2.597688062569e-09       1.947200799619e-10      -6.236557142281e-13 
    6       1.130973715563e-10       2.457092443009e-15       2.844473723712e-13       0.000000000000e+00       2.031850435335e-09       1.585020525454e-10      -3.041899270365e-13 
    7       1.106447095460e-10       1.336929491356e-15       2.264755045053e-13       0.000000000000e+00       1.639719216107e-09       1.319182826446e-10      -8.269640065097e-14 
    8       1.091339360874e-10       8.053408368199e-16       1.793241650355e-13       0.000000000000e+00       1.354845224331e-09       1.117132798437e-10       4.805404429531e-14 
    9       1.083843584413e-10       6.170528989551e-16       1.455005356992e-13       0.000000000000e+00       1.140906313910e-09       9.598513494023e-11       1.046091071959e-13 
   10       1.082123840829e-10       5.372779511202e-16       1.246338848968e-13       0.000000000000e+00       9.759005276704e-10       8.351249319889e-11       1.081429871733e-13 
   11       1.084313697243e-10       4.624248044785e-16       1.147481725971e-13       0.000000000000e+00       8.216089136618e-10       7.363148991682e-11       8.050728357381e-14 
   12       1.090149124599e-10       3.919782405083e-16       1.130915817442e-13       0.000000000000e+00       7.181925517351e-10       6.525239292939e-11       4.069128947601e-14 
   13       1.098371679574e-10       3.520680506798e-16       1.167786202756e-13       0.000000000000e+00       6.332635205129e-10       5.821887761004e-11       2.596608360780e-15 
   14       1.108397972196e-10       3.491255429654e-16       1.234671719906e-13       0.000000000000e+00       5.625664686453e-10       5.224172615819e-11      -2.527075082527e-14 
   15       1.120300331580e-10       3.695736512488e-16       1.314631145815e-13       0.000000000000e+00       5.030385469565e-10       4.718877404087e-11      -3.961082213824e-14 
   16       1.133555055935e-10       3.997780055846e-16       1.396822400594e-13       0.000000000000e+00       4.524092395647e-10       4.285503576250e-11      -4.146807477311e-14 
   17       1.148011892376e-10       4.382649685213e-16       1.476924812321e-13       0.000000000000e+00       4.089626414819e-10       3.903442037789e-11      -3.458541875951e-14 
   18       1.163423519725e-10       4.931707271861e-16       1.554898690695e-13       0.000000000000e+00       3.712393801335e-10       3.567591080735e-11      -2.359073413511e-14 
   19       1.179812618920e-10       5.698683317025e-16       1.633019406502e-13       0.000000000000e+00       3.386469327298e-10       3.274127762306e-11      -1.211958913998e-14 
   20       1.196781272880e-10       6.712892296767e-16       1.714247526002e-13       0.000000000000e+00       3.099329906092e-10       3.011336646963e-11      -3.778103109599e-15 
   21       1.214422294693e-10       7.956752618183e-16       1.800410099955e-13       0.000000000000e+00       2.846490566369e-10       2.779079531827e-11       2.522257676827e-16 
   22       1.232681283344e-10       9.392857656263e-16       1.892347168715e-13       0.000000000000e+00       2.621925123735e-10       2.576672456303e-11      -4.479637949267e-17 
   23       1.251558276800e-10       1.102102884818e-15       1.988172082617e-13       0.000000000000e+00       2.422559750699e-10       2.398892010902e-11      -3.517413907448e-15 
   24       1.270861002971e-10       1.284955159249e-15       2.084399839086e-13       0.000000000000e+00       2.243799025688e-10       2.236745473362e-11      -8.338344519155e-15 
   25       1.290569399465e-10       1.487539476440e-15       2.177325900611e-13       0.000000000000e+00       2.083553184475e-10       2.087332221345e-11      -1.305128104326e-14 
   26       1.310590914874e-10       1.709187620825e-15       2.262911325314e-13       0.000000000000e+00       1.938936315600e-10       1.948817861071e-11      -1.628297726888e-14 
   27       1.331022365757e-10       1.950498645745e-15       2.338574429712e-13       0.000000000000e+00       1.808224000284e-10       1.822823073680e-11      -1.750398232728e-14 
   28       1.351912487531e-10       2.212628568835e-15       2.402390904763e-13       0.000000000000e+00       1.689172259862e-10       1.710827067538e-11      -1.659982694585e-14 
   29       1.373295001730e-10       2.497400611563e-15       2.454113855974e-13       0.000000000000e+00       1.581176168821e-10       1.611405348826e-11      -1.413902123848e-14 
   30       1.395061733519e-10       2.807062820735e-15       2.494307750218e-13       0.000000000000e+00       1.483077452210e-10       1.520745260516e-11      -1.110534997210e-14 
   31       1.417004722288e-10       3.143869227452e-15       2.523840242723e-13       0.000000000000e+00       1.392877706538e-10       1.434356723180e-11      -8.566924544340e-15 
   32       1.439176937832e-10       3.508933025794e-15       2.543316672782e-13       0.000000000000e+00       1.310115214594e-10       1.352581715767e-11      -6.874768319113e-15 
