# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.378681930409e-10       4.548641329822e-15       3.599697013597e-13       2.350795887957e-19       7.937666284161e-09       4.585194361639e-10      -1.901480812767e-12 
    3       1.303322828313e-10       6.241393604765e-15       4.168443648422e-13       4.702875216421e-19       4.986317731933e-09       3.263301216450e-10      -1.501199755627e-12 
    4       1.231953078812e-10       5.804113711724e-15       4.001546131723e-13       7.840939701845e-19       3.486005933039e-09       2.472507712329e-10      -1.037351450600e-12 
    5       1.178342633803e-10       4.176754802923e-15       3.489851370546e-13       1.176659697148e-18       2.608545573410e-09       1.953832140545e-10      -6.272722583009e-13 
    6       1.141351623717e-10       2.488819223339e-15       2.870595461358e-13       1.648177077391e-18       2.040805750516e-09       1.590791991472e-10      -3.065034166424e-13 
    7       1.117718673959e-10       1.356800231678e-15       2.288084908541e-13       2.198864877240e-18       1.647280205208e-09       1.324261066101e-10      -8.386561925638e-14 
    8       1.103465505977e-10       8.181458528233e-16       1.813581625002e-13       2.828962461065e-18       1.361338701429e-09       1.121641119280e-10       4.776153506887e-14 
    9       1.096796058032e-10       6.272417067541e-16       1.472655816305e-13       3.538723649199e-18       1.146560660048e-09       9.638870958010e-11       1.048846556418e-13 
   10       1.095874849065e-10       5.471818226512e-16       1.261890261100e-13       4.328410463132e-18       9.808842311172e-10       8.387657814725e-11       1.086931579049e-13 
   11       1.098834710358e-10       4.725831179329e-16       1.161646559362e-13       5.198286996003e-18       8.257460332777e-10       7.395396921628e-11       8.108852952687e-14 
   12       1.105417208121e-10       4.022859820193e-16       1.144410349987e-13       6.148613638627e-18       7.218949537112e-10       6.554623246424e-11       4.115288014282e-14 
   13       1.114358604989e-10       3.625933251321e-16       1.181261203902e-13       7.179641874038e-18       6.366002474207e-10       5.848776391975e-11       2.860422277214e-15 
   14       1.125080208533e-10       3.602454102552e-16       1.248683413295e-13       8.291609827482e-18       5.655919309296e-10       5.248887509454e-11      -2.521234647513e-14 
   15       1.137655873142e-10       3.817238578695e-16       1.329629860553e-13       9.484738725030e-18       5.057963566949e-10       4.741710167552e-11      -3.971590415391e-14 
   16       1.151561581552e-10       4.132389094071e-16       1.413161809744e-13       1.075923037399e-17       4.549348440459e-10       4.306670453432e-11      -4.166993058202e-14 
   17       1.166650050474e-10       4.531620794037e-16       1.494886048934e-13       1.211526573366e-17       4.112852061668e-10       3.923082421844e-11      -3.481499814048e-14 
   18       1.182672189944e-10       5.096069305012e-16       1.574713048804e-13       1.355300406631e-17       3.733824630671e-10       3.585857961568e-11      -2.379326792573e-14 
   19       1.199652817019e-10       5.880150975397e-16       1.654904624442e-13       1.507258636043e-17       3.406323234659e-10       3.291165321821e-11      -1.226107828969e-14 
   20       1.217193769450e-10       6.914041600791e-16       1.738411268723e-13       1.667413130598e-17       3.117771912904e-10       3.027237088703e-11      -3.851822180406e-15 
   21       1.235389102906e-10       8.180264282302e-16       1.827067519996e-13       1.835774572747e-17       2.863669566220e-10       2.793949332048e-11       2.353767466853e-16 
   22       1.254183756960e-10       9.641201573821e-16       1.921722200044e-13       2.012351984412e-17       2.637965749217e-10       2.590635616514e-11      -2.975517083547e-17 
   23       1.273579728008e-10       1.129656885886e-15       2.020485463063e-13       2.197153963215e-17       2.437575083401e-10       2.412053183205e-11      -3.497341819226e-15 
