# dimensionless [l(l+1)/2pi] C_l's for scalar cross ADxCDI mode
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.251761775170e-13       9.486366540306e-18       6.799908891256e-16       0.000000000000e+00       9.918247064436e-12       4.498375081283e-13      -2.695903250923e-15 
    3       2.635605283786e-13       1.588841202274e-17       9.223845488420e-16       0.000000000000e+00       7.029563434261e-12       3.695002852268e-13      -2.589647734938e-15 
    4       2.907799540833e-13       1.723735113716e-17       1.005802263337e-15       0.000000000000e+00       5.296356779754e-12       3.082070304781e-13      -2.131890492746e-15 
    5       3.127017482168e-13       1.408493589012e-17       9.792807491635e-16       0.000000000000e+00       4.187653961934e-12       2.619238062406e-13      -1.555275645827e-15 
    6       3.317027102234e-13       9.227433841814e-18       8.887613989629e-16       0.000000000000e+00       3.426871533515e-12       2.260394587711e-13      -9.821938187026e-16 
    7       3.488276484851e-13       5.162664797947e-18       7.722463417858e-16       0.000000000000e+00       2.872946902152e-12       1.973710900813e-13      -4.900367814500e-16 
    8       3.643866826509e-13       2.849146547850e-18       6.563374966825e-16       0.000000000000e+00       2.452349900650e-12       1.740111477052e-13      -1.204586607812e-16 
    9       3.788457044817e-13       1.946259378784e-18       5.581647402145e-16       0.000000000000e+00       2.124535240724e-12       1.547965528637e-13       1.140594847917e-16 
   10       3.922644195443e-13       1.672201049260e-18       4.867317396023e-16       0.000000000000e+00       1.864202137033e-12       1.388550349717e-13       2.241334758597e-16 
   11       4.046663213531e-13       1.477366423723e-18       4.447487807706e-16       0.000000000000e+00       1.560409050545e-12       1.230865875187e-13       2.339172375265e-16 
   12       4.162811770585e-13       1.220106722654e-18       4.305133988194e-16       0.000000000000e+00       1.391706037009e-12       1.116356296954e-13       1.830674428536e-16 
   13       4.269363265096e-13       9.889018536131e-19       4.399198061809e-16       0.000000000000e+00       1.250201959308e-12       1.017121896871e-13       1.023568098386e-16 
   14       4.367991762572e-13       8.721728250905e-19       4.682106764520e-16       0.000000000000e+00       1.130083062350e-12       9.308580491976e-14       2.034839253258e-17 
