# dimensionless [l(l+1)/2pi] C_l's for scalar adiabatic (AD) mode
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.120761571707e-10       4.200870208321e-15       2.634088113739e-13       0.000000000000e+00       8.195914701495e-09       4.977751966316e-10      -1.557465993083e-12 
    3       1.085778784058e-10       6.706869156747e-15       3.418336841036e-13       0.000000000000e+00       5.225754320682e-09       3.634521742795e-10      -1.370315630780e-12 
    4       1.048434166614e-10       7.170546715748e-15       3.568950965745e-13       0.000000000000e+00       3.738265922612e-09       2.820027330329e-10      -1.053366395239e-12 
    5       1.021993657932e-10       5.924240034815e-15       3.335593628284e-13       0.000000000000e+00       2.853837274337e-09       2.274235637912e-10      -7.241318013701e-13 
    6       1.007091555938e-10       4.011801450159e-15       2.909739724024e-13       0.000000000000e+00       2.271227708452e-09       1.884069457727e-10      -4.300989240123e-13 
    7       1.002154831307e-10       2.355120762860e-15       2.429462959432e-13       0.000000000000e+00       1.861633465772e-09       1.592261943335e-10      -1.949000278263e-13 
    8       1.004555385770e-10       1.349477498257e-15       1.981345184026e-13       0.000000000000e+00       1.559385408386e-09       1.366523672977e-10      -2.749462287088e-14 
    9       1.013201254277e-10       9.210354027847e-16       1.615335811144e-13       0.000000000000e+00       1.328204013251e-09       1.187861941862e-10       7.368395437411e-14 
   10       1.026791462314e-10       7.953354916680e-16       1.353563660529e-13       0.000000000000e+00       1.146801524298e-09       1.044019673847e-10       1.178184854520e-13 
   11       1.043813976949e-10       7.391594527016e-16       1.198504087660e-13       0.000000000000e+00       9.690393697825e-10       9.224776639904e-11       1.182629385479e-13 
   12       1.063426846746e-10       6.586125628423e-16       1.138338362359e-13       0.000000000000e+00       8.540837197382e-10       8.244398303433e-11       9.193771068095e-14 
   13       1.085488468125e-10       5.679385181020e-16       1.151210225049e-13       0.000000000000e+00       7.588584030547e-10       7.401901917458e-11       5.226070230305e-14 
   14       1.109443669225e-10       5.104244951584e-16       1.212218736346e-13       0.000000000000e+00       6.789575961923e-10       6.698564911307e-11       1.162074318832e-14 
   15       1.134662692654e-10       5.035808462471e-16       1.298958504217e-13       0.000000000000e+00       6.111777997209e-10       6.102305224495e-11      -2.169645363848e-14 
   16       1.161232105993e-10       5.324179693691e-16       1.394143034735e-13       0.000000000000e+00       5.531236885596e-10       5.575109331384e-11      -4.336086437542e-14 
   17       1.188931098657e-10       5.722110926782e-16       1.486884324317e-13       0.000000000000e+00       5.029722344230e-10       5.104745708007e-11      -5.232464327032e-14 
   18       1.217257934292e-10       6.104679281783e-16       1.571519388428e-13       0.000000000000e+00       4.591560387639e-10       4.690000003253e-11      -5.033663561205e-14 
   19       1.246450671272e-10       6.552608009809e-16       1.648194583594e-13       0.000000000000e+00       4.210702983861e-10       4.328983491477e-11      -4.052193989109e-14 
   20       1.276501554424e-10       7.215191132739e-16       1.719538091000e-13       0.000000000000e+00       3.873291453999e-10       4.009169196230e-11      -2.734564706526e-14 
   21       1.307214164136e-10       8.180093974581e-16       1.789894786173e-13       0.000000000000e+00       3.574566986456e-10       3.722929094822e-11      -1.416796176224e-14 
   22       1.338112826578e-10       9.499368200759e-16       1.864413512380e-13       0.000000000000e+00       3.307888164623e-10       3.460607614911e-11      -4.129185622112e-15 
   23       1.369424234073e-10       1.113768022793e-15       1.945494061163e-13       0.000000000000e+00       3.069945579436e-10       3.224261352441e-11       1.514758055691e-15 
   24       1.401392742268e-10       1.302704709737e-15       2.033951861778e-13       0.000000000000e+00       2.855593417960e-10       3.015994754080e-11       2.412811276756e-15 
   25       1.433932567749e-10       1.516378571331e-15       2.127525170637e-13       0.000000000000e+00       2.662554324920e-10       2.830188174238e-11      -6.368211327931e-16 
   26       1.466739123263e-10       1.755996723332e-15       2.222237647669e-13       0.000000000000e+00       2.487573429345e-10       2.657498143427e-11      -6.126928267275e-15 
   27       1.499822853722e-10       2.021279822180e-15       2.313986036454e-13       0.000000000000e+00       2.328737064154e-10       2.497419870025e-11      -1.235115577906e-14 
   28       1.533210023420e-10       2.311340184366e-15       2.398299259002e-13       0.000000000000e+00       2.183493187001e-10       2.350976271770e-11      -1.750116815353e-14 
   29       1.566985210077e-10       2.626116077141e-15       2.471976923301e-13       0.000000000000e+00       2.051208198631e-10       2.217829640004e-11      -2.087342510482e-14 
   30       1.601146827122e-10       2.965623503912e-15       2.531857804064e-13       0.000000000000e+00       1.930567052127e-10       2.095813087415e-11      -2.207943612236e-14 
   31       1.635603991962e-10       3.330307429692e-15       2.575045697647e-13       0.000000000000e+00       1.819239464113e-10       1.981806031980e-11      -2.089382173557e-14 
   32       1.670398859092e-10       3.723389520732e-15       2.601539132799e-13       0.000000000000e+00       1.716725205585e-10       1.875744249819e-11      -1.787172158462e-14 
   33       1.705544039072e-10       4.149474535124e-15       2.612648667124e-13       0.000000000000e+00       1.622369435839e-10       1.777920139108e-11      -1.399289227711e-14 
   34       1.740992149882e-10       4.613104425252e-15       2.610054989825e-13       0.000000000000e+00       1.534935185537e-10       1.687977563543e-11      -1.033579253250e-14 
   35       1.776772481284e-10       5.115634560093e-15       2.594706502006e-13       0.000000000000e+00       1.454023596971e-10       1.605315847451e-11      -7.422861578681e-15 
   36       1.812886456169e-10       5.657252723312e-15       2.567587816434e-13       0.000000000000e+00       1.379032538273e-10       1.528699111515e-11      -5.659510896604e-15 
   37       1.849290139950e-10       6.238018921220e-15       2.529542794722e-13       0.000000000000e+00       1.309041074044e-10       1.456580553056e-11      -5.368568284184e-15 
   38       1.885985874340e-10       6.858711249089e-15       2.479593749098e-13       0.000000000000e+00       1.243898778629e-10       1.388827711591e-11      -6.305981472769e-15 
   39       1.922949564814e-10       7.520233129334e-15       2.416058967470e-13       0.000000000000e+00       1.183426524422e-10       1.325492637349e-11      -7.977184309292e-15 
   40       1.960098608843e-10       8.223376304320e-15       2.336978248381e-13       0.000000000000e+00       1.127084278614e-10       1.266312818072e-11      -9.755469167443e-15 
   41       1.997339082159e-10       8.968897626084e-15       2.240352145878e-13       0.000000000000e+00       1.074165794165e-10       1.210834742143e-11      -1.102067810657e-14 
   42       2.034739923006e-10       9.757799249884e-15       2.124999237553e-13       0.000000000000e+00       1.024535108152e-10       1.158902841879e-11      -1.165069512442e-14 
   43       2.072405542449e-10       1.059112581779e-14       1.989945812783e-13       0.000000000000e+00       9.780764450587e-11       1.110280792078e-11      -1.167516438383e-14 
   44       2.110425448032e-10       1.146988498921e-14       1.834190338883e-13       0.000000000000e+00       9.344726796522e-11       1.064494380212e-11      -1.114315195990e-14 
   45       2.148863307732e-10       1.239499511533e-14       1.656940927957e-13       0.000000000000e+00       8.933227637729e-11       1.020995460171e-11      -1.013790140870e-14 
   46       2.187725536936e-10       1.336711525864e-14       1.458415226861e-13       0.000000000000e+00       8.545738887871e-11       9.797560334508e-12      -8.823104599664e-15 
   47       2.226979498835e-10       1.438676027718e-14       1.239277619190e-13       0.000000000000e+00       8.181910789101e-11       9.408201798900e-12      -7.412814606182e-15 
   48       2.266558703036e-10       1.545434120423e-14       1.000433535939e-13       0.000000000000e+00       7.840266248903e-11       9.041290964031e-12      -6.161369108143e-15 
   49       2.306360058627e-10       1.657015997514e-14       7.430419992529e-14       0.000000000000e+00       7.518116423575e-11       8.695130350338e-12      -5.365542440607e-15 
