# dimensionless [l(l+1)/2pi] C_l's for scalar CDM isocurvature (CDI) mode
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.442504214704e-13       6.335890044190e-18       4.330816306165e-16       0.000000000000e+00       4.871585680644e-12       2.011929208733e-13      -5.964232976732e-16 
    3       2.033675504479e-13       1.282821013576e-17       6.526383589410e-16       0.000000000000e+00       3.782012131482e-12       1.778964646366e-13      -6.739330179164e-16 
    4       2.604459768366e-13       1.631312119623e-17       7.862203497277e-16       0.000000000000e+00       3.015458189935e-12       1.566333219430e-13      -6.269119586196e-16 
    5       3.162576586022e-13       1.542778570549e-17       8.410330705011e-16       0.000000000000e+00       2.482202917200e-12       1.392864801247e-13      -5.059927812006e-16 
    6       3.711360521356e-13       1.162373326483e-17       8.348812911503e-16       0.000000000000e+00       2.101572113524e-12       1.250676842501e-13      -3.491019685173e-16 
    7       4.251933524146e-13       7.346540661423e-18       7.889023185754e-16       0.000000000000e+00       1.815095296615e-12       1.130817853027e-13      -1.891450425097e-16 
    8       4.783340438126e-13       4.277750157620e-18       7.219945098239e-16       0.000000000000e+00       1.588777297130e-12       1.028097888744e-13      -5.159190487672e-17 
    9       5.307175533645e-13       2.757546986289e-18       6.497586890440e-16       0.000000000000e+00       1.405275657044e-12       9.398153414128e-14       4.742947634300e-17 
   10       5.822737198257e-13       2.231028851203e-18       5.832202869030e-16       0.000000000000e+00       1.255299172744e-12       8.637487842089e-14       1.019037799248e-16 
   11       6.328868812496e-13       2.005248215350e-18       5.291832771183e-16       0.000000000000e+00       1.016301514790e-12       7.630612442115e-14       1.134114779994e-16 
   12       6.826619138100e-13       1.718851403680e-18       4.914589478915e-16       0.000000000000e+00       9.189899020316e-13       7.056827546293e-14       9.545578109545e-17 
   13       7.314194963036e-13       1.367749058139e-18       4.717340328627e-16       0.000000000000e+00       8.363229892487e-13       6.546193033481e-14       5.910029675689e-17 
   14       7.792991252365e-13       1.083822239722e-18       4.700949123564e-16       0.000000000000e+00       7.652961596300e-13       6.097732651036e-14       1.770756507933e-17 
   15       8.262639235554e-13       9.378787637691e-19       4.854484696418e-16       0.000000000000e+00       7.036729169835e-13       5.699178722354e-14      -1.797988396714e-17 
   16       8.723550979903e-13       8.960204067200e-19       5.161949619785e-16       0.000000000000e+00       6.497514985241e-13       5.337134404164e-14      -4.134167154946e-17 
   17       9.176194659483e-13       8.874145626464e-19       5.607319485269e-16       0.000000000000e+00       6.022147648688e-13       5.003014583951e-14      -5.023274854142e-17 
   18       9.619860200501e-13       8.756804979324e-19       6.176357715504e-16       0.000000000000e+00       5.598504063263e-13       4.699368227065e-14      -4.639514370796e-17 
   19       1.005508907250e-12       8.779339362827e-19       6.863786681128e-16       0.000000000000e+00       5.223669997483e-13       4.423153285967e-14      -3.380580116918e-17 
   20       1.048177753970e-12       9.259091321897e-19       7.661829099293e-16       0.000000000000e+00       4.885553660921e-13       4.162244289755e-14      -1.823030291408e-17 
   21       1.090012429007e-12       1.029420287779e-18       8.570017626679e-16       0.000000000000e+00       4.580880700555e-13       3.921670676782e-14      -4.008018452233e-18 
   22       1.130975648182e-12       1.187978563527e-18       9.587740899145e-16       0.000000000000e+00       4.304432479977e-13       3.707908214032e-14       4.939285307315e-18 
   23       1.171124847843e-12       1.393872534119e-18       1.071390874249e-15       0.000000000000e+00       4.053813138860e-13       3.517117995649e-14       7.552894502233e-18 
   24       1.210482960558e-12       1.637589424823e-18       1.194505302154e-15       0.000000000000e+00       3.824562242058e-13       3.339562149542e-14       4.203570494120e-18 
   25       1.249028473501e-12       1.926208920749e-18       1.327622461689e-15       0.000000000000e+00       3.614987247351e-13       3.171616771803e-14      -3.274898894646e-18 
   26       1.286695370153e-12       2.270763363460e-18       1.470045417741e-15       0.000000000000e+00       3.422286702342e-13       3.010976499079e-14      -1.217972443940e-17 
   27       1.323551264497e-12       2.671440229204e-18       1.621172929059e-15       0.000000000000e+00       3.244902657831e-13       2.861211377892e-14      -2.015943553256e-17 
   28       1.359667819278e-12       3.125439087004e-18       1.780386401028e-15       0.000000000000e+00       3.080522969510e-13       2.726187174153e-14      -2.506996960866e-17 
   29       1.395070122356e-12       3.636896856607e-18       1.947384596495e-15       0.000000000000e+00       2.928798457459e-13       2.604350186786e-14      -2.665146135875e-17 
   30       1.429717582188e-12       4.212462046209e-18       2.121920534349e-15       0.000000000000e+00       2.788593367337e-13       2.490586489884e-14      -2.538487055004e-17 
   31       1.463534130963e-12       4.859618243603e-18       2.303776916845e-15       0.000000000000e+00       2.657642486000e-13       2.379047196576e-14      -2.204071103676e-17 
   32       1.496554608705e-12       5.587210190741e-18       2.493066337300e-15       0.000000000000e+00       2.535609918907e-13       2.270684017373e-14      -1.773374755041e-17 
   33       1.528821341264e-12       6.405202810268e-18       2.690053405453e-15       0.000000000000e+00       2.421940135167e-13       2.168397388388e-14      -1.393394249599e-17 
   34       1.560349361580e-12       7.323568890001e-18       2.895013643667e-15       0.000000000000e+00       2.315406862786e-13       2.074461296803e-14      -1.208209285378e-17 
   35       1.591157815217e-12       8.348706527366e-18       3.107985330889e-15       0.000000000000e+00       2.215700978794e-13       1.988445222737e-14      -1.221070919090e-17 
   36       1.621240669440e-12       9.485731870670e-18       3.328935101539e-15       0.000000000000e+00       2.122258317482e-13       1.908440455289e-14      -1.383600715984e-17 
   37       1.650574937643e-12       1.073968516227e-17       3.557786582181e-15       0.000000000000e+00       2.034135286977e-13       1.832231636274e-14      -1.636078509782e-17 
   38       1.679194335469e-12       1.211659296803e-17       3.794291899119e-15       0.000000000000e+00       1.951258997326e-13       1.759740841805e-14      -1.925375615712e-17 
   39       1.707133579951e-12       1.362270667040e-17       4.038115435338e-15       0.000000000000e+00       1.873505222373e-13       1.691309348018e-14      -2.191315048067e-17 
   40       1.734404677009e-12       1.526419194854e-17       4.288865100866e-15       0.000000000000e+00       1.800313510994e-13       1.627008685097e-14      -2.360839342004e-17 
   41       1.761002878364e-12       1.704780077004e-17       4.546156320279e-15       0.000000000000e+00       1.730917164224e-13       1.566658358727e-14      -2.370650957008e-17 
   42       1.786934402774e-12       1.898319884470e-17       4.809834872321e-15       0.000000000000e+00       1.665217516000e-13       1.509951089723e-14      -2.245912044715e-17 
   43       1.812192474945e-12       2.108136195911e-17       5.079822513651e-15       0.000000000000e+00       1.603128227616e-13       1.456322737179e-14      -2.045823656200e-17 
   44       1.836746562617e-12       2.335397620651e-17       5.356058932736e-15       0.000000000000e+00       1.544310296899e-13       1.404887422146e-14      -1.843200132318e-17 
   45       1.860561005859e-12       2.581278703411e-17       5.638482757346e-15       0.000000000000e+00       1.488316542423e-13       1.354733009974e-14      -1.707076677850e-17 
   46       1.883663450631e-12       2.846734976961e-17       5.926962735614e-15       0.000000000000e+00       1.435125409977e-13       1.305969447846e-14      -1.642413304694e-17 
   47       1.906092612183e-12       3.132665318383e-17       6.221349640954e-15       0.000000000000e+00       1.384731494954e-13       1.258953018792e-14      -1.633749451038e-17 
   48       1.927877661514e-12       3.439972807791e-17       6.521496539847e-15       0.000000000000e+00       1.336983263608e-13       1.213988618595e-14      -1.661617082605e-17 
   49       1.949036937034e-12       3.769563560777e-17       6.827259725824e-15       0.000000000000e+00       1.291571840299e-13       1.171324157820e-14      -1.702306199599e-17 
   50       1.969580073204e-12       4.122344875458e-17       7.138464528607e-15       0.000000000000e+00       1.248136585367e-13       1.131118093209e-14      -1.733107022172e-17 
   51       1.989518056561e-12       4.499221789408e-17       7.454789633587e-15       0.000000000000e+00       1.206641627284e-13       1.093344619218e-14      -1.750258070036e-17 
   52       2.008853672313e-12       4.901097569950e-17       7.775852976623e-15       0.000000000000e+00       1.167082153962e-13       1.057853065349e-14      -1.755464550564e-17 
   53       2.027577225150e-12       5.328873146525e-17       8.101243422603e-15       0.000000000000e+00       1.129370973835e-13       1.024385817870e-14      -1.750870161257e-17 
   54       2.045665411698e-12       5.783445910880e-17       8.430520046489e-15       0.000000000000e+00       1.093332799132e-13       9.925714573447e-15      -1.739080322739e-17 
   55       2.063093853732e-12       6.265748762265e-17       8.763247495426e-15       0.000000000000e+00       1.058765828715e-13       9.620239720468e-15      -1.722979957939e-17 
   56       2.079880926919e-12       6.776881350285e-17       9.099114009254e-15       0.000000000000e+00       1.025657508086e-13       9.326849816295e-15      -1.705080595255e-17 
   57       2.096052845100e-12       7.318009334026e-17       9.437841459524e-15       0.000000000000e+00       9.940123554983e-14       9.045545089963e-15      -1.688051766220e-17 
   58       2.111630371141e-12       7.890327353740e-17       9.779152509043e-15       0.000000000000e+00       9.637863311373e-14       8.775896827212e-15      -1.674927145762e-17 
   59       2.126628221631e-12       8.495059399017e-17       1.012277129868e-14       0.000000000000e+00       9.348837424533e-14       8.517020073991e-15      -1.669119780513e-17 
   60       2.141054471580e-12       9.133459176967e-17       1.046842413417e-14       0.000000000000e+00       9.071541494941e-14       8.267546339951e-15      -1.674437317110e-17 
   61       2.154914134713e-12       9.806777194420e-17       1.081584027776e-14       0.000000000000e+00       8.804388901945e-14       8.026084841272e-15      -1.694003284679e-17 
   62       2.168222190198e-12       1.051615253744e-16       1.116475297706e-14       0.000000000000e+00       8.547298606507e-14       7.792788963595e-15      -1.726703549056e-17 
   63       2.180992436840e-12       1.126269734335e-16       1.151489988693e-14       0.000000000000e+00       8.300410454373e-14       7.568094570549e-15      -1.769965619965e-17 
   64       2.193233121858e-12       1.204752726886e-16       1.186602366149e-14       0.000000000000e+00       8.063605524350e-14       7.352250929230e-15      -1.820763116423e-17 
   65       2.204946478074e-12       1.287176080211e-16       1.221787264422e-14       0.000000000000e+00       7.836490925664e-14       7.145308914677e-15      -1.875596284969e-17 
   66       2.216128261095e-12       1.373651857472e-16       1.257020155812e-14       0.000000000000e+00       7.618384595329e-14       6.947109214360e-15      -1.930472517897e-17 
   67       2.226767286503e-12       1.464292267380e-16       1.292277219583e-14       0.000000000000e+00       7.408300095508e-14       6.757270532658e-15      -1.980886871485e-17 
   68       2.236852633349e-12       1.559207912299e-16       1.327532512278e-14       0.000000000000e+00       7.205237544963e-14       6.575311691510e-15      -2.022783140646e-17 
   69       2.246397984090e-12       1.658502274119e-16       1.362748658577e-14       0.000000000000e+00       7.009158850202e-14       6.401073028366e-15      -2.055706765574e-17 
   70       2.255421407805e-12       1.762275982352e-16       1.397884389475e-14       0.000000000000e+00       6.820183679103e-14       6.234359586900e-15      -2.080258724417e-17 
   71       2.263937868304e-12       1.870628288541e-16       1.432897269052e-14       0.000000000000e+00       6.638293570116e-14       6.074806554800e-15      -2.097176999141e-17 
   72       2.271958957380e-12       1.983656954415e-16       1.467743689351e-14       0.000000000000e+00       6.463324559153e-14       5.921870892708e-15      -2.107342171929e-17 
   73       2.279492628070e-12       2.101458140049e-16       1.502378865257e-14       0.000000000000e+00       6.294959806463e-14       5.774822963157e-15      -2.111783021580e-17 
   74       2.286542927907e-12       2.224126292019e-16       1.536756829373e-14       0.000000000000e+00       6.132722223514e-14       5.632738159504e-15      -2.111682119911e-17 
   75       2.293109732176e-12       2.351754031562e-16       1.570830426899e-14       0.000000000000e+00       5.975967099876e-14       5.494488534871e-15      -2.108381428156e-17 
   76       2.299192783476e-12       2.484434182499e-16       1.604554297182e-14       0.000000000000e+00       5.824057270754e-14       5.359043680250e-15      -2.103171123831e-17 
   77       2.304805250458e-12       2.622266529161e-16       1.637894457381e-14       0.000000000000e+00       5.676941795444e-14       5.226455206048e-15      -2.096599252850e-17 
   78       2.309962168453e-12       2.765352093337e-16       1.670820465243e-14       0.000000000000e+00       5.534669898487e-14       5.097037411042e-15      -2.089045771790e-17 
   79       2.314676176967e-12       2.913791036964e-16       1.703302642684e-14       0.000000000000e+00       5.397214219286e-14       4.971071962750e-15      -2.080929282127e-17 
   80       2.318957341237e-12       3.067682594165e-16       1.735312131910e-14       0.000000000000e+00       5.264467182124e-14       4.848805867778e-15      -2.072708181595e-17 
   81       2.322812973792e-12       3.227125003285e-16       1.766820951538e-14       0.000000000000e+00       5.136237366195e-14       4.730449442157e-15      -2.064881815552e-17 
   82       2.326247456017e-12       3.392215438925e-16       1.797802052719e-14       0.000000000000e+00       5.012245875628e-14       4.616174281684e-15      -2.057991628348e-17 
   83       2.329262059708e-12       3.563049943978e-16       1.828229375260e-14       0.000000000000e+00       4.892122709509e-14       4.506111232268e-15      -2.052622314689e-17 
   84       2.331858240382e-12       3.739720943986e-16       1.858075939697e-14       0.000000000000e+00       4.775505782239e-14       4.400336343562e-15      -2.049274692918e-17 
   85       2.334048535355e-12       3.922309465625e-16       1.887307637179e-14       0.000000000000e+00       4.662364796995e-14       4.298830500304e-15      -2.047957588222e-17 
   86       2.335847153570e-12       4.110891497602e-16       1.915888508186e-14       0.000000000000e+00       4.552724657885e-14       4.201509346314e-15      -2.048530088707e-17 
   87       2.337266546169e-12       4.305540186641e-16       1.943782637820e-14       0.000000000000e+00       4.446565716710e-14       4.108232507456e-15      -2.050822818227e-17 
   88       2.338317286401e-12       4.506325728882e-16       1.970954178910e-14       0.000000000000e+00       4.343821868203e-14       4.018801360013e-15      -2.054636931814e-17 
   89       2.339007949528e-12       4.713315261287e-16       1.997367375128e-14       0.000000000000e+00       4.244378645267e-14       3.932956799070e-15      -2.059743111109e-17 
   90       2.339344992739e-12       4.926572753037e-16       2.022986584102e-14       0.000000000000e+00       4.148071314220e-14       3.850377006895e-15      -2.065880559795e-17 
   91       2.339332635053e-12       5.146158896941e-16       2.047776300529e-14       0.000000000000e+00       4.054682970033e-14       3.770675221316e-15      -2.072755999029e-17 
   92       2.338972737233e-12       5.372131000832e-16       2.071701179286e-14       0.000000000000e+00       3.963942631569e-14       3.693397504104e-15      -2.080042662866e-17 
   93       2.338267719203e-12       5.604543284812e-16       2.094726578015e-14       0.000000000000e+00       3.875595091231e-14       3.618127133234e-15      -2.087447783127e-17 
   94       2.337230075069e-12       5.843448059998e-16       2.116820228023e-14       0.000000000000e+00       3.789626618258e-14       3.544820586811e-15      -2.094928836234e-17 
   95       2.335874073777e-12       6.088894527096e-16       2.137950858587e-14       0.000000000000e+00       3.706069837462e-14       3.473518200236e-15      -2.102508113899e-17 
   96       2.334212771776e-12       6.340928284713e-16       2.158087729716e-14       0.000000000000e+00       3.624934091987e-14       3.404241287106e-15      -2.110207068042e-17 
   97       2.332257934616e-12       6.599591226329e-16       2.177200662388e-14       0.000000000000e+00       3.546204523509e-14       3.336991371203e-15      -2.118046246368e-17 
   98       2.330019958552e-12       6.864921437268e-16       2.195260068796e-14       0.000000000000e+00       3.469841152439e-14       3.271749418481e-15      -2.126045227938e-17 
   99       2.327507792154e-12       7.136953091677e-16       2.212236982593e-14       0.000000000000e+00       3.395777958124e-14       3.208475069056e-15      -2.134222558747e-17 
  100       2.324728857907e-12       7.415716349490e-16       2.228103089135e-14       0.000000000000e+00       3.323921959050e-14       3.147105869196e-15      -2.142595687295e-17 
  101       2.321688973816e-12       7.701237253411e-16       2.242830755721e-14       0.000000000000e+00       3.254152293039e-14       3.087556503305e-15      -2.151180900162e-17 
  102       2.318392275009e-12       7.993537625877e-16       2.256393061840e-14       0.000000000000e+00       3.186319297455e-14       3.029718025916e-15      -2.159993257585e-17 
  103       2.314841135346e-12       8.292634966040e-16       2.268763829413e-14       0.000000000000e+00       3.120243589401e-14       2.973457093678e-15      -2.169046529025e-17 
  104       2.311038672054e-12       8.598542373221e-16       2.279917385102e-14       0.000000000000e+00       3.055759783232e-14       2.918649083605e-15      -2.178344285416e-17 
  105       2.306996813830e-12       8.911268527417e-16       2.289827745536e-14       0.000000000000e+00       2.992856349946e-14       2.865284197110e-15      -2.187851944214e-17 
  106       2.302729181547e-12       9.230817514080e-16       2.298469377894e-14       0.000000000000e+00       2.931553023944e-14       2.813374324011e-15      -2.197520810351e-17 
  107       2.298248553129e-12       9.557188695897e-16       2.305817484975e-14       0.000000000000e+00       2.871857428732e-14       2.762920045338e-15      -2.207296422694e-17 
  108       2.293566813551e-12       9.890376610052e-16       2.311848032499e-14       0.000000000000e+00       2.813764647648e-14       2.713910237692e-15      -2.217118392440e-17 
  109       2.288694904817e-12       1.023037086549e-15       2.316537776406e-14       0.000000000000e+00       2.757256794579e-14       2.666321677616e-15      -2.226920241510e-17 
  110       2.283642775959e-12       1.057715604020e-15       2.319864290155e-14       0.000000000000e+00       2.702302584683e-14       2.620118645960e-15      -2.236629240943e-17 
  111       2.278419333019e-12       1.093071157843e-15       2.321805992022e-14       0.000000000000e+00       2.648856905113e-14       2.575252532240e-15      -2.246166249292e-17 
  112       2.273032389043e-12       1.129101168802e-15       2.322342172401e-14       0.000000000000e+00       2.596860385734e-14       2.531661439010e-15      -2.255445551020e-17 
  113       2.267488614070e-12       1.165802523760e-15       2.321453021103e-14       0.000000000000e+00       2.546238969848e-14       2.489269786224e-15      -2.264374694890e-17 
  114       2.261793485119e-12       1.203171565390e-15       2.319119654651e-14       0.000000000000e+00       2.496903484911e-14       2.447987915601e-15      -2.272854332366e-17 
