6  5378.67	2.243507e+00	1.171999e-01	1.042101e+00	4.117390e-02	2.257395e-09	1.968310e-09	3.819275e-11	2.800955e-09	-6.986210e-11	9.814708e+01	
8  5365.89	2.216226e+00	1.195778e-01	1.041876e+00	5.423234e-02	2.341594e-09	2.024079e-09	5.984664e-11	3.220457e-09	-8.387912e-11	9.971423e+01	
14  5331.7	2.227995e+00	1.165619e-01	1.041905e+00	8.455880e-02	2.472194e-09	2.160663e-09	1.372151e-10	4.974257e-10	-1.788583e-10	1.001444e+02	
9  5320.38	2.228474e+00	1.166163e-01	1.042111e+00	8.923224e-02	2.475295e-09	2.180566e-09	9.579877e-11	4.295260e-10	-1.503159e-10	1.004756e+02	
52  5281.85	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	1.005706e+02	
70  5281.79	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	9.952249e+01	
80  5281.1	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	1.004725e+02	
20  5280.79	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	9.966020e+01	
10  5280.33	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	9.974304e+01	
160  5279.69	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	1.001492e+02	
40  5280.13	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	1.002978e+02	
1  5279.88	2.242744e+00	1.164063e-01	1.042975e+00	8.938942e-02	2.480356e-09	2.184446e-09	1.117116e-10	1.614617e-11	-1.456475e-10	9.985690e+01	
39  5266.26	2.242417e+00	1.168913e-01	1.042414e+00	7.866853e-02	2.430113e-09	2.138509e-09	8.799859e-11	1.401021e-12	-1.461407e-10	9.928050e+01	
20  5264.91	2.242417e+00	1.168913e-01	1.042414e+00	7.866853e-02	2.430113e-09	2.138509e-09	8.799859e-11	1.401021e-12	-1.461407e-10	9.940103e+01	
20  5261.99	2.242417e+00	1.168913e-01	1.042414e+00	7.866853e-02	2.430113e-09	2.138509e-09	8.799859e-11	1.401021e-12	-1.461407e-10	1.002306e+02	
20  5261.68	2.242417e+00	1.168913e-01	1.042414e+00	7.866853e-02	2.430113e-09	2.138509e-09	8.799859e-11	1.401021e-12	-1.461407e-10	1.000389e+02	
