1  87.3125	2.225061e+00	1.185600e-01	1.041944e+00	6.960667e-02	2.393600e-09	2.106718e-09	1.234305e-10	1.013265e-09	-2.384469e-11	
2  72.9088	2.223768e+00	1.179523e-01	1.041970e+00	7.195298e-02	2.382973e-09	2.115138e-09	9.632953e-11	9.203849e-10	1.797079e-12	
4  54.9976	2.222837e+00	1.175682e-01	1.042021e+00	7.086333e-02	2.379408e-09	2.111404e-09	6.966081e-11	8.353849e-10	4.600374e-12	
1  47.1045	2.222278e+00	1.171682e-01	1.042135e+00	7.389105e-02	2.379899e-09	2.123424e-09	6.405266e-11	7.436477e-10	6.943794e-12	
1  37.7678	2.224281e+00	1.176474e-01	1.042111e+00	7.211848e-02	2.380549e-09	2.118510e-09	8.266807e-11	4.318975e-10	6.491975e-12	
2  20.3992	2.225295e+00	1.180616e-01	1.042101e+00	7.428530e-02	2.399234e-09	2.127594e-09	9.162541e-11	1.621375e-10	-5.412099e-12	
6  19.6528	2.229491e+00	1.183030e-01	1.042096e+00	7.323036e-02	2.417418e-09	2.123604e-09	1.031688e-10	1.239946e-10	-2.446689e-11	
4  19.5921	2.228854e+00	1.180425e-01	1.042071e+00	7.364985e-02	2.420001e-09	2.124387e-09	1.088257e-10	1.330496e-10	-2.540059e-11	
4  17.7367	2.227439e+00	1.175819e-01	1.042186e+00	7.374519e-02	2.407445e-09	2.124198e-09	1.067523e-10	1.022086e-10	-1.944719e-11	
12  17.4072	2.226639e+00	1.178562e-01	1.042227e+00	7.182428e-02	2.400304e-09	2.117884e-09	1.601628e-10	4.716398e-11	-2.042871e-11	
59  12.4572	2.225441e+00	1.180103e-01	1.042080e+00	7.166644e-02	2.397813e-09	2.115762e-09	1.713295e-10	3.796958e-11	-2.285749e-11	
3  13.5428	2.225049e+00	1.180244e-01	1.041998e+00	7.184402e-02	2.389454e-09	2.114803e-09	1.403590e-10	1.038235e-10	-2.114243e-11	
6  9.87068	2.222270e+00	1.178405e-01	1.042053e+00	7.100770e-02	2.361408e-09	2.110961e-09	1.240088e-10	1.175778e-10	-3.590375e-11	
3  7.13732	2.222144e+00	1.175783e-01	1.042141e+00	6.946844e-02	2.340050e-09	2.106173e-09	1.387591e-10	1.703336e-11	-4.017947e-11	
27  7.16425	2.220855e+00	1.173150e-01	1.042199e+00	6.956665e-02	2.334906e-09	2.105611e-09	1.042206e-10	4.814874e-11	-2.278034e-11	
12  5.85462	2.219763e+00	1.174920e-01	1.042056e+00	6.980570e-02	2.336359e-09	2.105466e-09	1.190038e-10	4.557317e-12	-3.243135e-11	
4  5.76922	2.218702e+00	1.174826e-01	1.042104e+00	7.070403e-02	2.337227e-09	2.110111e-09	9.430127e-11	3.085975e-11	-3.100671e-11	
63  7.27707	2.218226e+00	1.184152e-01	1.042032e+00	6.983080e-02	2.351596e-09	2.107751e-09	1.314726e-10	4.122288e-11	-5.555381e-11	
8  7.18941	2.218923e+00	1.190101e-01	1.042107e+00	6.961493e-02	2.376451e-09	2.109876e-09	1.081236e-10	3.021043e-11	-5.373142e-11	
39  8.40815	2.218097e+00	1.193837e-01	1.042132e+00	6.858405e-02	2.376044e-09	2.106757e-09	9.694729e-11	2.388652e-11	-4.992119e-11	
33  9.76026	2.216019e+00	1.196083e-01	1.042098e+00	6.879089e-02	2.367782e-09	2.106098e-09	7.148334e-11	2.938597e-11	-3.416529e-11	
6  11.6899	2.215766e+00	1.191949e-01	1.042033e+00	6.703257e-02	2.350353e-09	2.096572e-09	4.646528e-11	2.456987e-10	-2.395720e-11	
41  3.72549	2.219429e+00	1.184788e-01	1.042104e+00	6.834854e-02	2.358460e-09	2.102011e-09	7.220388e-11	4.363233e-11	-2.434661e-11	
12  2.20262	2.221371e+00	1.184216e-01	1.042027e+00	6.819635e-02	2.379735e-09	2.101797e-09	4.311113e-11	4.523628e-11	-1.661272e-11	
42  3.00461	2.217036e+00	1.183718e-01	1.042008e+00	6.916218e-02	2.355508e-09	2.104350e-09	4.260149e-12	2.798925e-10	-1.495309e-13	
113  1.89348	2.219873e+00	1.186016e-01	1.041982e+00	6.842591e-02	2.371634e-09	2.102810e-09	2.621980e-11	3.491509e-12	6.475881e-12	
83  1.72252	2.223318e+00	1.184559e-01	1.042025e+00	6.918254e-02	2.378004e-09	2.105216e-09	3.851009e-11	1.815763e-11	2.517912e-13	
10  5.86394	2.225753e+00	1.187782e-01	1.041936e+00	6.999706e-02	2.389189e-09	2.106803e-09	6.685911e-11	1.881213e-11	-5.500811e-12	
6  9.51003	2.224737e+00	1.187848e-01	1.041972e+00	6.904773e-02	2.378162e-09	2.102757e-09	8.230487e-11	7.628683e-11	3.483876e-12	
8  7.24148	2.223603e+00	1.191298e-01	1.041954e+00	6.920433e-02	2.390163e-09	2.105808e-09	8.876435e-11	2.737089e-11	-6.428962e-12	
12  10.7321	2.223620e+00	1.190698e-01	1.041852e+00	7.080735e-02	2.410676e-09	2.112772e-09	7.070972e-11	1.827551e-11	3.892642e-13	
3  8.2889	2.223976e+00	1.188985e-01	1.041861e+00	6.948944e-02	2.404250e-09	2.107580e-09	7.574845e-11	2.097383e-11	-2.130922e-12	
16  8.67722	2.227097e+00	1.184179e-01	1.042048e+00	7.277288e-02	2.408766e-09	2.121240e-09	6.031750e-11	7.567430e-12	2.001315e-12	
2  8.46563	2.228087e+00	1.183618e-01	1.041965e+00	7.260711e-02	2.414360e-09	2.120011e-09	3.535865e-11	6.869290e-11	-6.731006e-12	
4  8.17999	2.225603e+00	1.182068e-01	1.041933e+00	7.163622e-02	2.401173e-09	2.116467e-09	3.063924e-11	9.333973e-11	-1.465494e-12	
2  5.84237	2.228412e+00	1.178782e-01	1.041912e+00	7.036815e-02	2.388403e-09	2.109519e-09	8.501238e-12	3.118739e-10	-7.711842e-12	
33  7.54965	2.223204e+00	1.187890e-01	1.041757e+00	7.101886e-02	2.417329e-09	2.114874e-09	1.243958e-11	1.133757e-10	-1.750565e-11	
2  9.36034	2.223636e+00	1.186431e-01	1.041792e+00	6.747322e-02	2.398443e-09	2.100749e-09	1.904490e-11	8.961769e-11	-3.959285e-12	
18  11.295	2.222884e+00	1.186130e-01	1.041773e+00	6.733176e-02	2.397102e-09	2.101353e-09	3.212882e-11	2.776446e-11	-8.648431e-12	
3  11.466	2.219774e+00	1.185507e-01	1.041838e+00	6.622613e-02	2.351080e-09	2.094889e-09	2.967574e-11	1.438998e-10	6.855780e-13	
3  10.3556	2.218625e+00	1.186656e-01	1.041852e+00	6.675750e-02	2.355028e-09	2.097483e-09	6.019839e-11	1.437795e-10	-1.702044e-11	
17  9.74777	2.215753e+00	1.188606e-01	1.041920e+00	6.897914e-02	2.352842e-09	2.106272e-09	5.352353e-11	1.460352e-10	-1.080815e-11	
4  11.559	2.215000e+00	1.184995e-01	1.042043e+00	6.752493e-02	2.333898e-09	2.099783e-09	3.937008e-11	3.526570e-10	-9.095135e-12	
3  7.97604	2.216357e+00	1.188168e-01	1.042102e+00	6.570034e-02	2.365548e-09	2.094365e-09	2.910626e-11	1.168488e-10	-1.972316e-11	
79  8.61345	2.216161e+00	1.192370e-01	1.042060e+00	6.527336e-02	2.380733e-09	2.094560e-09	1.557155e-11	4.295233e-11	-3.015725e-11	
1  8.73771	2.214917e+00	1.187713e-01	1.042070e+00	6.610576e-02	2.368134e-09	2.096812e-09	2.624081e-11	1.309488e-10	-1.847873e-11	
32  3.3943	2.217549e+00	1.181019e-01	1.042115e+00	6.956371e-02	2.368868e-09	2.107601e-09	4.064509e-12	2.028700e-10	2.312641e-13	
15  2.80213	2.221406e+00	1.183573e-01	1.042042e+00	6.754797e-02	2.360901e-09	2.097853e-09	2.264476e-11	8.177148e-11	7.565320e-12	
9  3.23076	2.220920e+00	1.179024e-01	1.042174e+00	6.894053e-02	2.341525e-09	2.102676e-09	1.447788e-11	1.268779e-10	1.364374e-11	
