1  5263.02	2.258776e+00	1.150891e-01	1.042289e+00	8.836181e-02	2.405739e-09	2.163445e-09	4.902532e-11	3.860215e-09	-6.477238e-11	9.973399e+01	
14  5259.17	2.242941e+00	1.146674e-01	1.042760e+00	9.798625e-02	2.349567e-09	2.202853e-09	5.142946e-11	5.780688e-09	-2.373355e-11	1.001110e+02	
17  5254.78	2.244531e+00	1.149960e-01	1.043387e+00	8.899398e-02	2.264449e-09	2.169958e-09	5.217197e-11	4.224187e-09	7.825891e-14	9.995085e+01	
5  5253.23	2.245052e+00	1.144644e-01	1.042277e+00	9.397506e-02	2.319757e-09	2.191801e-09	6.958968e-11	3.176039e-09	-1.500878e-11	1.000047e+02	
23  5252.11	2.239431e+00	1.151259e-01	1.042752e+00	8.751130e-02	2.299563e-09	2.165460e-09	3.263224e-11	3.749798e-09	3.083310e-13	9.997128e+01	
1  5252.81	2.219498e+00	1.170130e-01	1.041826e+00	8.170233e-02	2.349239e-09	2.144165e-09	5.003803e-11	1.933046e-09	-1.814692e-11	1.005139e+02	
1  5253.3	2.259812e+00	1.170118e-01	1.041738e+00	8.723183e-02	2.400568e-09	2.166204e-09	6.063561e-11	2.852117e-09	-2.874124e-11	1.004766e+02	
5  5250.89	2.261943e+00	1.164346e-01	1.041642e+00	8.809239e-02	2.363833e-09	2.170789e-09	7.719021e-11	1.815838e-09	-4.397070e-11	1.002176e+02	
33  5250.73	2.257106e+00	1.178419e-01	1.041650e+00	7.054368e-02	2.324934e-09	2.092776e-09	5.376166e-11	2.743505e-09	-4.373601e-11	9.973379e+01	
11  5257.32	2.283063e+00	1.181016e-01	1.041004e+00	9.270408e-02	2.467862e-09	2.185476e-09	1.099095e-10	1.247157e-09	-1.061111e-10	1.006917e+02	
2  5253	2.258319e+00	1.175439e-01	1.040564e+00	8.250008e-02	2.382518e-09	2.138464e-09	1.120118e-10	1.309927e-09	-7.225669e-11	1.001670e+02	
2  5253.35	2.275114e+00	1.161064e-01	1.040595e+00	8.800386e-02	2.385500e-09	2.162641e-09	1.085168e-10	1.041456e-09	-7.929564e-11	9.982423e+01	
18  5253.92	2.280046e+00	1.153380e-01	1.040945e+00	8.855191e-02	2.384248e-09	2.165790e-09	9.329567e-11	7.542205e-10	-9.200340e-11	9.954821e+01	
4  5254.75	2.283969e+00	1.169915e-01	1.040478e+00	8.039983e-02	2.388528e-09	2.135144e-09	1.323790e-10	1.143688e-09	-8.936451e-11	9.970049e+01	
3  5254.6	2.236098e+00	1.184104e-01	1.040805e+00	7.587985e-02	2.350518e-09	2.120849e-09	7.217143e-11	6.469030e-10	-8.748415e-12	1.006242e+02	
12  5255.34	2.233664e+00	1.180897e-01	1.040700e+00	7.788823e-02	2.332126e-09	2.129833e-09	6.012386e-11	1.178300e-09	-8.704850e-12	1.004862e+02	
1  5255.73	2.252262e+00	1.178304e-01	1.039993e+00	7.748715e-02	2.330077e-09	2.118486e-09	6.220737e-11	1.906571e-09	-3.487192e-11	9.992033e+01	
13  5255.31	2.284281e+00	1.169918e-01	1.041194e+00	8.069839e-02	2.314475e-09	2.139264e-09	9.008280e-11	9.137517e-10	-4.794797e-11	9.977911e+01	
2  5251.96	2.286796e+00	1.171067e-01	1.042033e+00	7.896608e-02	2.366619e-09	2.135034e-09	7.631569e-11	1.849858e-09	-4.187615e-11	9.996311e+01	
1  5252.1	2.262719e+00	1.181435e-01	1.041878e+00	7.608013e-02	2.361997e-09	2.127352e-09	1.360225e-10	3.437989e-10	-1.002762e-10	1.001783e+02	
28  5252.32	2.262719e+00	1.181435e-01	1.041878e+00	7.608013e-02	2.361997e-09	2.127352e-09	1.360225e-10	3.437989e-10	-1.002762e-10	9.983105e+01	
55  5249.85	2.230467e+00	1.188692e-01	1.041809e+00	6.672431e-02	2.310755e-09	2.089017e-09	6.330969e-11	4.194757e-10	-2.218403e-11	1.000534e+02	
17  5250.48	2.216017e+00	1.181315e-01	1.042721e+00	6.076308e-02	2.226869e-09	2.062277e-09	1.087418e-11	1.341744e-09	1.477175e-11	9.963106e+01	
8  5254.96	2.216017e+00	1.181315e-01	1.042721e+00	6.076308e-02	2.226869e-09	2.062277e-09	1.087418e-11	1.341744e-09	1.477175e-11	1.008756e+02	
11  5254.49	2.202964e+00	1.168939e-01	1.042873e+00	4.864317e-02	2.071684e-09	2.007586e-09	2.788624e-11	2.319886e-09	3.192123e-11	9.973020e+01	
1  5251.73	2.216092e+00	1.162378e-01	1.042694e+00	6.214835e-02	2.155196e-09	2.065734e-09	2.341795e-11	8.719651e-10	4.104043e-11	1.003632e+02	
50  5251.17	2.216092e+00	1.162378e-01	1.042694e+00	6.214835e-02	2.155196e-09	2.065734e-09	2.341795e-11	8.719651e-10	4.104043e-11	9.982565e+01	
3  5251.21	2.216092e+00	1.162378e-01	1.042694e+00	6.214835e-02	2.155196e-09	2.065734e-09	2.341795e-11	8.719651e-10	4.104043e-11	9.981394e+01	
7  5249.29	2.219704e+00	1.154261e-01	1.041931e+00	7.697566e-02	2.269025e-09	2.122856e-09	5.726686e-12	5.551264e-10	1.228140e-11	1.001676e+02	
50  5250.15	2.219704e+00	1.154261e-01	1.041931e+00	7.697566e-02	2.269025e-09	2.122856e-09	5.726686e-12	5.551264e-10	1.228140e-11	9.967616e+01	
3  5249.29	2.219704e+00	1.154261e-01	1.041931e+00	7.697566e-02	2.269025e-09	2.122856e-09	5.726686e-12	5.551264e-10	1.228140e-11	9.989550e+01	
9  5251.96	2.236299e+00	1.192547e-01	1.040849e+00	6.534552e-02	2.364837e-09	2.083803e-09	4.185589e-11	2.757368e-10	-5.346490e-11	1.002824e+02	
150  5252.73	2.240589e+00	1.190037e-01	1.041585e+00	6.612004e-02	2.339045e-09	2.087361e-09	2.611437e-11	1.622479e-10	-8.212985e-11	1.000469e+02	
3  5252.18	2.252038e+00	1.204489e-01	1.040998e+00	6.406368e-02	2.390062e-09	2.074986e-09	4.276491e-11	9.013697e-10	-7.729560e-11	1.003809e+02	
43  5250.03	2.262610e+00	1.185176e-01	1.041680e+00	7.618072e-02	2.337187e-09	2.119237e-09	1.285501e-11	3.710207e-09	-6.198009e-12	1.003069e+02	
6  5249.69	2.254808e+00	1.197055e-01	1.041774e+00	6.383100e-02	2.302082e-09	2.071002e-09	4.580014e-11	2.176708e-09	-1.068745e-11	1.002975e+02	
32  5252.5	2.239257e+00	1.192770e-01	1.041677e+00	5.081759e-02	2.247709e-09	2.010921e-09	2.022804e-11	2.284361e-09	1.937920e-11	9.969927e+01	
4  5250.93	2.234789e+00	1.172688e-01	1.041368e+00	6.068632e-02	2.271185e-09	2.051959e-09	3.304227e-11	5.145531e-10	1.077557e-11	9.965783e+01	
